"playerID","yearID","teamID","lgID","HR","AB","Age","park","POS","N_i","E","B1","B2","B3"
"chaveen01",2006,"NYN","NL",4,353,28,"Shea Stadium","RF",6,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"chaveer01",2006,"OAK","AL",22,485,29,"McAfee Coliseum","3B",8,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"choosh01",2006,"CLE","AL",3,146,24,"Progressive Field","RF",1,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"churcry01",2006,"WAS","NL",10,196,28,"R.F.K. Stadium","CF",2,"1",0.442822583951782,0.199270162778302,0.0298905244167453
"cintral01",2006,"CHA","AL",5,288,28,"U.S. Cellular Field","SS",5,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"cirilje01",2006,"MIL","NL",3,263,37,"Miller Park","3B",13,"0",0.267907663290828,0.438394358112264,0.239124195333962
"clarkbr02",2006,"MIL","NL",4,415,33,"Miller Park","CF",5,"0",0.387469760957809,0.361638443560622,0.112509737996638
"clarkto02",2006,"ARI","NL",6,132,34,"Chase Field","1B",12,"0",0.361638443560622,0.387469760957809,0.138382057484932
"claytro01",2006,"CIN","NL",2,149,36,"Great American Ball Park","SS",17,"0",0.301119357087211,0.426585755873549,0.201443273606954
"claytro01",2006,"WAS","NL",0,305,36,"R.F.K. Stadium","SS",17,"0",0.301119357087211,0.426585755873549,0.201443273606954
"clossjd01",2006,"COL","NL",2,97,26,"Coors Field","C",3,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"coninje01",2006,"BAL","AL",9,389,40,"Oriole Park at Camden Yards","1B",17,"0",0.165320431341998,0.433966132272746,0.379720365738653
"coninje01",2006,"PHI","NL",1,100,40,"Citizens Bank Park","1B",17,"0",0.165320431341998,0.433966132272746,0.379720365738653
"coraal01",2006,"BOS","AL",1,235,31,"Fenway Park II","SS",8,"0",0.426585755873549,0.301119357087211,0.070851613432285
"costash01",2006,"KCA","AL",3,237,25,"Kauffman Stadium","RF",2,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"costech01",2006,"PHI","NL",7,198,33,"Citizens Bank Park","C",1,"0",0.387469760957809,0.361638443560622,0.112509737996638
"cotahu01",2006,"PIT","NL",0,100,27,"PNC Park","C",2,"0",0.433966132272746,0.165320431341998,0.020993070646603
"counscr01",2006,"ARI","NL",4,372,36,"Chase Field","SS",10,"0",0.301119357087211,0.426585755873549,0.201443273606954
"crawfca02",2006,"TBA","AL",18,600,25,"Tropicana Field","LF",5,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"credejo01",2006,"CHA","AL",30,544,28,"U.S. Cellular Field","3B",5,"1",0.442822583951782,0.199270162778302,0.0298905244167453
"crispco01",2006,"BOS","AL",8,413,27,"Fenway Park II","CF",5,"0",0.433966132272746,0.165320431341998,0.020993070646603
"crosbbo01",2006,"OAK","AL",9,358,26,"McAfee Coliseum","SS",3,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"crosbbu01",2006,"NYA","AL",1,87,30,"Yankee Stadium II","RF",2,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"cruzjo02",2006,"LAN","NL",5,223,32,"Dodger Stadium","LF",12,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"cruzne02",2006,"TEX","AL",6,130,26,"Ameriquest Field","RF",1,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"cuddymi01",2006,"MIN","AL",24,557,27,"Hubert H Humphrey Metrodome","RF",5,"0",0.433966132272746,0.165320431341998,0.020993070646603
"damonjo01",2006,"NYA","AL",24,593,33,"Yankee Stadium II","CF",12,"0",0.387469760957809,0.361638443560622,0.112509737996638
"davanje02",2006,"ARI","NL",5,221,33,"Chase Field","CF",5,"0",0.387469760957809,0.361638443560622,0.112509737996638
"dejesda01",2006,"KCA","AL",8,491,27,"Kauffman Stadium","LF",3,"0",0.433966132272746,0.165320431341998,0.020993070646603
"delgaca01",2006,"NYN","NL",38,524,34,"Shea Stadium","1B",13,"1",0.361638443560622,0.387469760957809,0.138382057484932
"delluda01",2006,"PHI","NL",13,264,33,"Citizens Bank Park","LF",8,"0",0.387469760957809,0.361638443560622,0.112509737996638
"denorch01",2006,"CIN","NL",1,106,26,"Great American Ball Park","RF",1,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"derosma01",2006,"TEX","AL",13,520,31,"Ameriquest Field","RF",6,"0",0.426585755873549,0.301119357087211,0.070851613432285
"diazma02",2006,"ATL","NL",7,297,28,"Turner Field","LF",2,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"doumiry01",2006,"PIT","NL",6,149,25,"PNC Park","1B",2,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"drewjd01",2006,"LAN","NL",20,494,31,"Dodger Stadium","RF",8,"0",0.426585755873549,0.301119357087211,0.070851613432285
"drewst01",2006,"ARI","NL",5,209,23,"Chase Field","SS",1,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"duffych01",2006,"PIT","NL",2,314,26,"PNC Park","CF",2,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"duncach01",2006,"SLN","NL",22,280,25,"Busch Stadium III","LF",1,"1",0.390421911517487,0.10184919430891,0.00885645167903563
"dunnad01",2006,"CIN","NL",40,561,27,"Great American Ball Park","LF",6,"1",0.433966132272746,0.165320431341998,0.020993070646603
"durhara01",2006,"SFN","NL",26,498,35,"AT&T Park","2B",13,"1",0.332608963057116,0.409364877608758,0.167944565172824
"dyeje01",2006,"CHA","AL",44,539,32,"U.S. Cellular Field","RF",12,"1",0.409364877608758,0.332608963057116,0.0900815941613022
"easleda01",2006,"ARI","NL",9,189,37,"Chase Field","SS",14,"0",0.267907663290828,0.438394358112264,0.239124195333962
"eckstda01",2006,"SLN","NL",2,500,31,"Busch Stadium III","SS",6,"0",0.426585755873549,0.301119357087211,0.070851613432285
"edmonji01",2006,"SLN","NL",19,350,36,"Busch Stadium III","CF",13,"1",0.301119357087211,0.426585755873549,0.201443273606954
"ellisja01",2006,"SFN","NL",2,81,28,"AT&T Park","LF",2,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"ellisma01",2006,"OAK","AL",11,441,29,"McAfee Coliseum","2B",4,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"encared01",2006,"CIN","NL",15,406,23,"Great American Ball Park","3B",2,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"encarju01",2006,"SLN","NL",19,557,30,"Busch Stadium III","RF",11,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"ensbemo01",2006,"HOU","NL",23,387,31,"Minute Maid Park","3B",5,"1",0.426585755873549,0.301119357087211,0.070851613432285
"erstada01",2006,"LAA","AL",0,95,32,"Angels Stadium of Anaheim","CF",11,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"escobal01",2006,"WAS","NL",4,87,28,"R.F.K. Stadium","CF",3,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"estrajo01",2006,"ARI","NL",11,414,30,"Chase Field","C",4,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"ethiean01",2006,"LAN","NL",11,396,24,"Dodger Stadium","LF",1,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"everead01",2006,"HOU","NL",6,514,29,"Minute Maid Park","SS",5,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"evereca01",2006,"SEA","AL",11,308,35,"Safeco Field","DH",14,"0",0.332608963057116,0.409364877608758,0.167944565172824
"faheybr01",2006,"BAL","AL",2,251,25,"Oriole Park at Camden Yards","LF",1,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"fasansa01",2006,"PHI","NL",4,140,35,"Citizens Bank Park","C",5,"0",0.332608963057116,0.409364877608758,0.167944565172824
"felizpe01",2006,"SFN","NL",22,603,31,"AT&T Park","3B",6,"0",0.426585755873549,0.301119357087211,0.070851613432285
"fickro01",2006,"WAS","NL",2,128,32,"R.F.K. Stadium","C",7,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"fieldpr01",2006,"MIL","NL",28,569,22,"Miller Park","1B",1,"0",0.249456722292837,0.0287834679568658,0.00110705645987945
"figgich01",2006,"LAA","AL",9,604,28,"Angels Stadium of Anaheim","CF",4,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"finlest01",2006,"SFN","NL",6,426,41,"AT&T Park","CF",18,"0",0.132600762638895,0.416745254007954,0.436590266103571
"floydcl01",2006,"NYN","NL",11,332,34,"Shea Stadium","LF",13,"0",0.361638443560622,0.387469760957809,0.138382057484932
"fordle01",2006,"MIN","AL",4,234,30,"Hubert H Humphrey Metrodome","LF",3,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"francje02",2006,"ATL","NL",29,651,22,"Turner Field","RF",2,"0",0.249456722292837,0.0287834679568658,0.00110705645987945
"francju01",2006,"NYN","NL",2,165,48,"Shea Stadium","1B",14,"0",0,0,1
"frandke01",2006,"SFN","NL",2,93,24,"AT&T Park","2B",1,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"freelry01",2006,"CIN","NL",8,454,30,"Great American Ball Park","CF",4,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"freemch01",2006,"COL","NL",2,173,27,"Coors Field","CF",2,"0",0.433966132272746,0.165320431341998,0.020993070646603
"furcara01",2006,"LAN","NL",15,654,29,"Dodger Stadium","SS",7,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"garcino01",2006,"LAN","NL",20,469,33,"Dodger Stadium","1B",12,"0",0.387469760957809,0.361638443560622,0.112509737996638
"garkory01",2006,"CLE","AL",7,185,25,"Progressive Field","1B",1,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"gathrjo01",2006,"KCA","AL",1,229,25,"Kauffman Stadium","CF",3,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"gathrjo01",2006,"TBA","AL",0,154,25,"Tropicana Field","CF",3,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"germaes01",2006,"KCA","AL",3,279,28,"Kauffman Stadium","2B",1,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"giambja01",2006,"NYA","AL",37,446,35,"Yankee Stadium II","DH",12,"1",0.332608963057116,0.409364877608758,0.167944565172824
"gibboja01",2006,"BAL","AL",13,343,29,"Oriole Park at Camden Yards","DH",6,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"gilesbr02",2006,"SDN","NL",14,604,35,"Petco Park","RF",12,"0",0.332608963057116,0.409364877608758,0.167944565172824
"gilesma01",2006,"ATL","NL",11,550,28,"Turner Field","2B",6,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"glaustr01",2006,"TOR","AL",38,540,30,"Rogers Centre","3B",9,"1",0.438394358112264,0.267907663290828,0.0545737832629464
"gloadro01",2006,"CHA","AL",3,156,30,"U.S. Cellular Field","1B",2,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"gomesjo01",2006,"TBA","AL",20,385,26,"Tropicana Field","DH",2,"1",0.416745254007954,0.132600762638895,0.0140637172495797
"gomezal01",2006,"DET","AL",1,103,28,"Comerica Park","LF",1,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"gomezch02",2006,"BAL","AL",2,132,35,"Oriole Park at Camden Yards","1B",15,"0",0.332608963057116,0.409364877608758,0.167944565172824
"gonzaad01",2006,"SDN","NL",24,570,24,"Petco Park","1B",2,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"gonzaal02",2006,"BOS","AL",9,388,29,"Fenway Park II","SS",9,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"gonzalu01",2006,"ARI","NL",15,586,39,"Chase Field","LF",17,"0",0.199270162778302,0.442822583951782,0.328016728853172
"gonzalu02",2006,"COL","NL",2,149,27,"Coors Field","2B",3,"0",0.433966132272746,0.165320431341998,0.020993070646603
"graffto01",2006,"KCA","AL",5,220,34,"Kauffman Stadium","2B",12,"0",0.361638443560622,0.387469760957809,0.138382057484932
"graffto01",2006,"MIL","NL",2,236,34,"Miller Park","2B",12,"0",0.361638443560622,0.387469760957809,0.138382057484932
"grandcu01",2006,"DET","AL",19,596,25,"Comerica Park","CF",2,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"greenan01",2006,"ARI","NL",1,86,29,"Chase Field","3B",2,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"greenkh01",2006,"SDN","NL",15,412,27,"Petco Park","SS",3,"0",0.433966132272746,0.165320431341998,0.020993070646603
"greenni01",2006,"NYA","AL",2,75,28,"Yankee Stadium II","2B",3,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"greensh01",2006,"NYN","NL",4,113,34,"Shea Stadium","RF",13,"0",0.361638443560622,0.387469760957809,0.138382057484932
"greensh01",2006,"ARI","NL",11,417,34,"Chase Field","RF",13,"0",0.361638443560622,0.387469760957809,0.138382057484932
"greento02",2006,"SFN","NL",2,159,35,"AT&T Park","C",10,"0",0.332608963057116,0.409364877608758,0.167944565172824
"griffke02",2006,"CIN","NL",27,428,37,"Great American Ball Park","CF",17,"1",0.267907663290828,0.438394358112264,0.239124195333962
"grossga01",2006,"MIL","NL",9,208,27,"Miller Park","CF",3,"0",0.433966132272746,0.165320431341998,0.020993070646603
"grudzma01",2006,"KCA","AL",7,548,36,"Kauffman Stadium","2B",13,"0",0.301119357087211,0.426585755873549,0.201443273606954
"guerrvl01",2006,"LAA","AL",33,607,31,"Angels Stadium of Anaheim","RF",10,"1",0.426585755873549,0.301119357087211,0.070851613432285
"guielaa01",2006,"NYA","AL",4,82,34,"Yankee Stadium II","RF",5,"0",0.361638443560622,0.387469760957809,0.138382057484932
"guillca01",2006,"DET","AL",19,543,31,"Comerica Park","SS",7,"0",0.426585755873549,0.301119357087211,0.070851613432285
"guilljo01",2006,"WAS","NL",9,241,30,"R.F.K. Stadium","RF",13,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"gutiefr01",2006,"CLE","AL",1,136,23,"Progressive Field","RF",1,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"gwynnto02",2006,"MIL","NL",0,77,24,"Miller Park","CF",1,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"hafnetr01",2006,"CLE","AL",42,454,29,"Progressive Field","DH",4,"1",0.444052646684981,0.233711919307885,0.0410020911066464
"hairsje02",2006,"TEX","AL",0,88,30,"Ameriquest Field","LF",9,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"hairsje02",2006,"CHN","NL",0,82,30,"Wrigley Field","LF",9,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"hallbi03",2006,"MIL","NL",35,537,27,"Miller Park","SS",4,"1",0.433966132272746,0.165320431341998,0.020993070646603
"hallto02",2006,"TBA","AL",8,221,31,"Tropicana Field","C",6,"0",0.426585755873549,0.301119357087211,0.070851613432285
"hardyjj01",2006,"MIL","NL",5,128,24,"Miller Park","SS",2,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"hartco01",2006,"MIL","NL",9,237,24,"Miller Park","RF",1,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"hattesc01",2006,"CIN","NL",13,456,37,"Great American Ball Park","1B",10,"0",0.267907663290828,0.438394358112264,0.239124195333962
"hawpebr01",2006,"COL","NL",22,499,27,"Coors Field","RF",3,"0",0.433966132272746,0.165320431341998,0.020993070646603
"helmswe01",2006,"FLO","NL",10,240,30,"Joe Robbie Stadium","1B",6,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"heltoto01",2006,"COL","NL",15,546,33,"Coors Field","1B",10,"0",0.387469760957809,0.361638443560622,0.112509737996638
"hermije01",2006,"FLO","NL",5,307,22,"Joe Robbie Stadium","RF",1,"0",0.249456722292837,0.0287834679568658,0.00110705645987945
"hernajo01",2006,"PIT","NL",2,120,37,"PNC Park","1B",16,"0",0.267907663290828,0.438394358112264,0.239124195333962
"hernara02",2006,"BAL","AL",23,501,30,"Oriole Park at Camden Yards","C",8,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"hillaa01",2006,"TOR","AL",6,546,24,"Rogers Centre","2B",2,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"hillesh02",2006,"SFN","NL",9,234,31,"AT&T Park","1B",8,"0",0.426585755873549,0.301119357087211,0.070851613432285
"hillesh02",2006,"TOR","AL",12,296,31,"Rogers Centre","1B",8,"0",0.426585755873549,0.301119357087211,0.070851613432285
"hinsker01",2006,"BOS","AL",1,80,29,"Fenway Park II","RF",6,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"hinsker01",2006,"TOR","AL",12,197,29,"Rogers Centre","RF",6,"1",0.444052646684981,0.233711919307885,0.0410020911066464
"hollato01",2006,"CLE","AL",6,156,33,"Progressive Field","LF",14,"0",0.387469760957809,0.361638443560622,0.112509737996638
"hollida02",2006,"TBA","AL",15,333,32,"Tropicana Field","RF",2,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"hollima01",2006,"COL","NL",34,602,26,"Coors Field","LF",3,"1",0.416745254007954,0.132600762638895,0.0140637172495797
"howarry01",2006,"PHI","NL",58,581,27,"Citizens Bank Park","1B",2,"1",0.433966132272746,0.165320431341998,0.020993070646603
"hudsoor01",2006,"ARI","NL",15,579,29,"Chase Field","2B",5,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"huffau01",2006,"TBA","AL",8,230,30,"Tropicana Field","3B",8,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"huffau01",2006,"HOU","NL",13,224,30,"Minute Maid Park","3B",8,"1",0.438394358112264,0.267907663290828,0.0545737832629464
"hunteto01",2006,"MIN","AL",31,557,31,"Hubert H Humphrey Metrodome","CF",8,"1",0.426585755873549,0.301119357087211,0.070851613432285
"iannech01",2006,"COL","NL",2,77,23,"Coors Field","C",1,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"ibanera01",2006,"SEA","AL",33,626,34,"Safeco Field","LF",9,"1",0.361638443560622,0.387469760957809,0.138382057484932
"iguchta01",2006,"CHA","AL",18,555,32,"U.S. Cellular Field","2B",2,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"infanom01",2006,"DET","AL",4,224,25,"Comerica Park","2B",4,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"ingebr01",2006,"DET","AL",27,542,29,"Comerica Park","3B",6,"0",0.444052646684981,0.233711919307885,0.0410020911066464
"inglejo01",2006,"CLE","AL",2,201,28,"Progressive Field","2B",1,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"izturce01",2006,"LAN","NL",1,119,26,"Dodger Stadium","3B",6,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"izturma01",2006,"LAA","AL",5,352,26,"Angels Stadium of Anaheim","3B",3,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"jacksco01",2006,"ARI","NL",15,485,24,"Chase Field","1B",2,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"jacksda04",2006,"WAS","NL",4,116,33,"R.F.K. Stadium","CF",7,"0",0.387469760957809,0.361638443560622,0.112509737996638
"jacobmi02",2006,"FLO","NL",20,469,26,"Joe Robbie Stadium","1B",2,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"jenkige01",2006,"MIL","NL",17,484,32,"Miller Park","RF",9,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"jeterde01",2006,"NYA","AL",14,623,32,"Yankee Stadium II","SS",11,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"johjike01",2006,"SEA","AL",18,506,30,"Safeco Field","C",1,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"johnsbe02",2006,"SDN","NL",4,120,25,"Petco Park","LF",2,"0",0.390421911517487,0.10184919430891,0.00885645167903563
"johnsda06",2006,"OAK","AL",9,286,27,"McAfee Coliseum","1B",2,"0",0.433966132272746,0.165320431341998,0.020993070646603
"johnsni01",2006,"WAS","NL",23,500,28,"R.F.K. Stadium","1B",5,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"johnsre02",2006,"TOR","AL",12,461,30,"Rogers Centre","LF",4,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"jonesan01",2006,"ATL","NL",41,565,29,"Turner Field","CF",11,"1",0.444052646684981,0.233711919307885,0.0410020911066464
"jonesch06",2006,"ATL","NL",26,411,34,"Turner Field","3B",12,"1",0.361638443560622,0.387469760957809,0.138382057484932
"jonesja04",2006,"CHN","NL",27,533,31,"Wrigley Field","RF",8,"1",0.426585755873549,0.301119357087211,0.070851613432285
"jordabr01",2006,"ATL","NL",3,91,39,"Turner Field","1B",15,"0",0.199270162778302,0.442822583951782,0.328016728853172
"kaplega01",2006,"BOS","AL",2,130,31,"Fenway Park II","RF",9,"0",0.426585755873549,0.301119357087211,0.070851613432285
"kearnau01",2006,"WAS","NL",8,212,26,"R.F.K. Stadium","RF",6,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"kearnau01",2006,"CIN","NL",16,325,26,"Great American Ball Park","RF",6,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"kempma01",2006,"LAN","NL",7,154,22,"Dodger Stadium","CF",1,"0",0.249456722292837,0.0287834679568658,0.00110705645987945
"kendaja01",2006,"OAK","AL",1,552,32,"McAfee Coliseum","C",11,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"kendrho01",2006,"LAA","AL",4,267,23,"Angels Stadium of Anaheim","1B",1,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"kennead01",2006,"LAA","AL",4,451,30,"Angels Stadium of Anaheim","2B",8,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"kentje01",2006,"LAN","NL",14,407,38,"Dodger Stadium","2B",17,"0",0.233711919307885,0.444052646684981,0.281233342900488
"kieltbo01",2006,"OAK","AL",8,270,30,"McAfee Coliseum","LF",7,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"kinslia01",2006,"TEX","AL",14,423,24,"Ameriquest Field","2B",1,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"konerpa01",2006,"CHA","AL",35,566,30,"U.S. Cellular Field","1B",9,"1",0.438394358112264,0.267907663290828,0.0545737832629464
"koskico01",2006,"MIL","NL",12,257,33,"Miller Park","3B",8,"0",0.387469760957809,0.361638443560622,0.112509737996638
"kotchca01",2006,"LAA","AL",1,79,23,"Angels Stadium of Anaheim","1B",3,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"kotsama01",2006,"OAK","AL",7,502,31,"McAfee Coliseum","CF",9,"0",0.426585755873549,0.301119357087211,0.070851613432285
"kubelja01",2006,"MIN","AL",8,220,24,"Hubert H Humphrey Metrodome","LF",1,"0",0.354258067161425,0.0738037639919636,0.00512526138833081
"lairdge01",2006,"TEX","AL",7,243,27,"Ameriquest Field","C",2,"0",0.433966132272746,0.165320431341998,0.020993070646603
"lambmi01",2006,"HOU","NL",12,381,31,"Minute Maid Park","1B",6,"0",0.426585755873549,0.301119357087211,0.070851613432285
"laneja01",2006,"HOU","NL",15,288,30,"Minute Maid Park","RF",3,"1",0.438394358112264,0.267907663290828,0.0545737832629464
"langery01",2006,"ATL","NL",7,315,26,"Turner Field","LF",2,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"larocad01",2006,"ATL","NL",32,492,27,"Turner Field","1B",3,"1",0.433966132272746,0.165320431341998,0.020993070646603
"larueja01",2006,"CIN","NL",8,191,32,"Great American Ball Park","C",8,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"leeca01",2006,"MIL","NL",28,388,30,"Miller Park","LF",9,"1",0.438394358112264,0.267907663290828,0.0545737832629464
"leeca01",2006,"TEX","AL",9,236,30,"Ameriquest Field","LF",9,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"leede02",2006,"CHN","NL",8,175,31,"Wrigley Field","1B",9,"0",0.426585755873549,0.301119357087211,0.070851613432285
"leetr01",2006,"TBA","AL",11,343,31,"Tropicana Field","1B",9,"0",0.426585755873549,0.301119357087211,0.070851613432285
"liebemi01",2006,"PHI","NL",9,209,34,"Citizens Bank Park","C",12,"0",0.361638443560622,0.387469760957809,0.138382057484932
"lindeto01",2006,"SFN","NL",2,77,26,"AT&T Park","LF",2,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"loducpa01",2006,"NYN","NL",5,512,34,"Shea Stadium","C",8,"0",0.361638443560622,0.387469760957809,0.138382057484932
"loftoke01",2006,"LAN","NL",3,469,39,"Dodger Stadium","CF",17,"0",0.199270162778302,0.442822583951782,0.328016728853172
"loganno01",2006,"WAS","NL",1,90,27,"R.F.K. Stadium","CF",3,"0",0.433966132272746,0.165320431341998,0.020993070646603
"loneyja01",2006,"LAN","NL",4,102,22,"Dodger Stadium","1B",1,"0",0.249456722292837,0.0287834679568658,0.00110705645987945
"lopezfe01",2006,"CIN","NL",9,343,26,"Great American Ball Park","SS",7,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"lopezfe01",2006,"WAS","NL",2,274,26,"R.F.K. Stadium","SS",7,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"lopezja01",2006,"BAL","AL",8,279,36,"Oriole Park at Camden Yards","DH",13,"0",0.301119357087211,0.426585755873549,0.201443273606954
"lopezjo01",2006,"SEA","AL",10,603,23,"Safeco Field","2B",3,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"loretma01",2006,"BOS","AL",5,635,35,"Fenway Park II","2B",11,"0",0.332608963057116,0.409364877608758,0.167944565172824
"lowelmi01",2006,"BOS","AL",20,573,32,"Fenway Park II","3B",8,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"lugoju01",2006,"LAN","NL",0,146,31,"Dodger Stadium","SS",8,"0",0.426585755873549,0.301119357087211,0.070851613432285
"lugoju01",2006,"TBA","AL",12,289,31,"Tropicana Field","SS",8,"0",0.426585755873549,0.301119357087211,0.070851613432285
"lunahe01",2006,"SLN","NL",4,223,26,"Busch Stadium III","2B",4,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"lunahe01",2006,"CLE","AL",2,127,26,"Progressive Field","2B",4,"0",0.416745254007954,0.132600762638895,0.0140637172495797
"mabryjo01",2006,"CHN","NL",5,210,36,"Wrigley Field","1B",13,"0",0.301119357087211,0.426585755873549,0.201443273606954
"mackoro01",2006,"CHA","AL",5,255,30,"U.S. Cellular Field","CF",6,"0",0.438394358112264,0.267907663290828,0.0545737832629464
"markani01",2006,"BAL","AL",16,491,23,"Oriole Park at Camden Yards","RF",1,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"martean01",2006,"CLE","AL",5,164,23,"Progressive Field","3B",1,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"martira03",2006,"LAN","NL",2,176,34,"Dodger Stadium","2B",7,"0",0.361638443560622,0.387469760957809,0.138382057484932
"martiru01",2006,"LAN","NL",10,415,23,"Dodger Stadium","C",1,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
"martivi01",2006,"CLE","AL",16,572,28,"Progressive Field","C",4,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"mathemi01",2006,"SFN","NL",3,160,36,"AT&T Park","C",12,"0",0.301119357087211,0.426585755873549,0.201443273606954
"matoslu01",2006,"BAL","AL",2,121,28,"Oriole Park at Camden Yards","LF",6,"0",0.442822583951782,0.199270162778302,0.0298905244167453
"matsuhi01",2006,"NYA","AL",8,172,32,"Yankee Stadium II","LF",4,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"matsuka01",2006,"COL","NL",2,113,31,"Coors Field","2B",4,"0",0.426585755873549,0.301119357087211,0.070851613432285
"matsuka01",2006,"NYN","NL",1,130,31,"Shea Stadium","2B",4,"0",0.426585755873549,0.301119357087211,0.070851613432285
"matthga02",2006,"TEX","AL",19,620,32,"Ameriquest Field","CF",9,"0",0.409364877608758,0.332608963057116,0.0900815941613022
"mauerjo01",2006,"MIN","AL",13,521,23,"Hubert H Humphrey Metrodome","C",3,"0",0.307515683299848,0.0492025093279757,0.00262413383082537
